,PROCESSO,ROTULO_MANUAL,LEI
52034,03016421420178240092,BAN,artigo 85
52035,03016421420178240092,BAN,artigo 1022
52036,03016421420178240092,BAN,artigo 400
52037,03016421420178240092,BAN,artigo 6
52038,03016421420178240092,BAN,artigo 86
52039,03016421420178240092,BAN,artigo 85
52040,03016421420178240092,BAN,artigo 85
52041,03016421420178240092,BAN,artigo 1022
52042,03022411420178240007,DPV,11482/2007
52043,03022411420178240007,DPV,11945/2009
52044,03022411420178240007,DPV,6194/1974
52045,03022411420178240007,DPV,artigo 3
52046,00025002620128240050,EXP,artigo 794
52047,00025002620128240050,EXP,artigo 473
52048,00025002620128240050,EXP,artigo 1022
52049,00025002620128240050,EXP,artigo 1025
52050,00025002620128240050,EXP,artigo 794
52051,00025002620128240050,EXP,artigo 473
52052,00025002620128240050,EXP,artigo 1022
52053,00025002620128240050,EXP,artigo 1025
52054,00040503720088240037,OIG,117/1991
52055,00040503720088240037,OIG,6404/1976
52056,00040503720088240037,OIG,86/1991
52057,00040503720088240037,OIG,artigo 267
52058,00040503720088240037,OIG,artigo 333
52059,00040503720088240037,OIG,artigo 1013
52060,00040503720088240037,OIG,artigo 177
52061,00040503720088240037,OIG,artigo 205
52062,00040503720088240037,OIG,artigo 2028
52063,00040503720088240037,OIG,artigo 406
52064,00040503720088240037,OIG,artigo 161
52065,00040503720088240037,OIG,artigo 170
52066,00040503720088240037,OIG,artigo 1022
52067,00040503720088240037,OIG,117/1991
52068,00040503720088240037,OIG,6404/1976
52069,00040503720088240037,OIG,86/1991
52070,00040503720088240037,OIG,artigo 267
52071,00040503720088240037,OIG,artigo 333
52072,00040503720088240037,OIG,artigo 1013
52073,00040503720088240037,OIG,artigo 177
52074,00040503720088240037,OIG,artigo 205
52075,00040503720088240037,OIG,artigo 2028
52076,00040503720088240037,OIG,artigo 406
52077,00040503720088240037,OIG,artigo 161
52078,00040503720088240037,OIG,artigo 170
52079,00040503720088240037,OIG,artigo 1022
52080,40109644820178240000,RAI,artigo 745
52081,40109644820178240000,RAI,artigo 475
52082,40109644820178240000,RAI,artigo 475
52083,40109644820178240000,RAI,artigo 745
52084,40109644820178240000,RAI,artigo 475
52085,40109644820178240000,RAI,artigo 745
52086,40109644820178240000,RAI,artigo 1022
52087,40109644820178240000,RAI,artigo 745
52088,40109644820178240000,RAI,artigo 475
52089,40109644820178240000,RAI,artigo 475
52090,40109644820178240000,RAI,artigo 745
52091,40109644820178240000,RAI,artigo 475
52092,40109644820178240000,RAI,artigo 745
52093,40109644820178240000,RAI,artigo 1022
52094,03000493420158240216,CON,4504/1964
52095,03000493420158240216,CON,59566/1966
52096,03000493420158240216,CON,artigo 407
52097,03000493420158240216,CON,artigo 407
52098,03000493420158240216,CON,artigo 414
52099,03000493420158240216,CON,artigo 405
52100,03000493420158240216,CON,artigo 414
52101,03000493420158240216,CON,artigo 295
52102,03000493420158240216,CON,artigo 92
52103,03000493420158240216,CON,artigo 45
52104,03000493420158240216,CON,artigo 20
52105,00203488820138240018,SEG,107/2007
52106,00203488820138240018,SEG,117/2004
52107,00203488820138240018,SEG,302/2005
52108,00203488820138240018,SEG,73/1966
52109,00203488820138240018,SEG,artigo 21
52110,03006078820148240103,BUS,911/1969
52111,03006078820148240103,BUS,artigo 543
52112,03006078820148240103,BUS,artigo 293
52113,03006078820148240103,BUS,artigo 322
52114,03006078820148240103,BUS,artigo 3
52115,03006078820148240103,BUS,artigo 485
52116,03006078820148240103,BUS,artigo 3
52117,03006078820148240103,BUS,artigo 485
52118,03006078820148240103,BUS,artigo 85
52119,03006078820148240103,BUS,artigo 85
52120,00127302220118240064,OIG,8078/1990
52121,00127302220118240064,OIG,881/1990
52122,00127302220118240064,OIG,artigo 6
52123,00127302220118240064,OIG,artigo 373
52124,00127302220118240064,OIG,artigo 373
52125,00127302220118240064,OIG,artigo 355
52126,00127302220118240064,OIG,artigo 27
52127,00127302220118240064,OIG,artigo 1010
52128,00127302220118240064,OIG,artigo 1010
52129,00127302220118240064,OIG,artigo 85
52130,00000358620138240057,OIG,8078/1990
52131,00000358620138240057,OIG,881/1990
52132,00000358620138240057,OIG,artigo 6
52133,00000358620138240057,OIG,artigo 355
52134,00000358620138240057,OIG,artigo 1010
52135,00000358620138240057,OIG,artigo 1010
52136,00000358620138240057,OIG,artigo 85
52137,00003398420098240135,DPV,artigo 543
52138,40194770520178240000,BUS,911/1969
52139,40194770520178240000,BUS,artigo 2
52140,40257924920178240000,DAN,339/2006
52141,40257924920178240000,DAN,artigo 16
52142,40257924920178240000,DAN,artigo 55
52143,40257924920178240000,DAN,artigo 103
52144,40257924920178240000,DAN,artigo 55
52145,40257924920178240000,DAN,artigo 1022
52146,40257924920178240000,DAN,artigo 1022
52147,40257924920178240000,DAN,339/2006
52148,40257924920178240000,DAN,artigo 16
52149,40257924920178240000,DAN,artigo 55
52150,40257924920178240000,DAN,artigo 103
52151,40257924920178240000,DAN,artigo 55
52152,40257924920178240000,DAN,artigo 1022
52153,40257924920178240000,DAN,artigo 1022
52154,40257924920178240000,DAN,339/2006
52155,40257924920178240000,DAN,artigo 16
52156,40257924920178240000,DAN,artigo 55
52157,40257924920178240000,DAN,artigo 103
52158,40257924920178240000,DAN,artigo 55
52159,40257924920178240000,DAN,artigo 1022
52160,40257924920178240000,DAN,artigo 1022
52161,01567567220158240000,RAI,artigo 1022
52162,01567567220158240000,RAI,artigo 1022
52163,00050614820148240019,SEG,107/2007
52164,00050614820148240019,SEG,117/2004
52165,00050614820148240019,SEG,302/2005
52166,00050614820148240019,SEG,73/1966
52167,00050614820148240019,SEG,artigo 21
52168,03049878420158240018,SEG,artigo 47
52169,03049878420158240018,SEG,artigo 47
52170,03049878420158240018,SEG,artigo 1022
52171,03049878420158240018,SEG,artigo 1026
52172,03049878420158240018,SEG,artigo 1022
52173,03049878420158240018,SEG,artigo 85
52174,03049878420158240018,SEG,artigo 47
52175,03049878420158240018,SEG,artigo 47
52176,03049878420158240018,SEG,artigo 1022
52177,03049878420158240018,SEG,artigo 1026
52178,03049878420158240018,SEG,artigo 1022
52179,03049878420158240018,SEG,artigo 85
52180,03049878420158240018,SEG,artigo 47
52181,03049878420158240018,SEG,artigo 47
52182,03049878420158240018,SEG,artigo 1022
52183,03049878420158240018,SEG,artigo 1026
52184,03049878420158240018,SEG,artigo 1022
52185,03049878420158240018,SEG,artigo 85
52186,00005238520148240031,DMI,artigo 85
52187,03031561920158240012,BUS,artigo 85
52188,03031561920158240012,BUS,artigo 1022
52189,03031561920158240012,BUS,artigo 1022
52190,03031561920158240012,BUS,artigo 1022
52191,03031561920158240012,BUS,artigo 85
52192,03031561920158240012,BUS,artigo 1022
52193,03031561920158240012,BUS,artigo 1022
52194,03031561920158240012,BUS,artigo 1022
52195,03031561920158240012,BUS,artigo 85
52196,03031561920158240012,BUS,artigo 1022
52197,03031561920158240012,BUS,artigo 1022
52198,03031561920158240012,BUS,artigo 1022
52199,00062619120108240064,CON,artigo 6
52200,00062619120108240064,CON,artigo 6
52201,00115800920138240008,FAM,artigo 2022
52202,00115800920138240008,FAM,artigo 1040
52203,00115800920138240008,FAM,artigo 1040
52204,00115800920138240008,FAM,artigo 1022
52205,00115800920138240008,FAM,artigo 2022
52206,00115800920138240008,FAM,artigo 1040
52207,00115800920138240008,FAM,artigo 1040
52208,00115800920138240008,FAM,artigo 1022
52209,00003582120128240124,DAN,artigo 927
52210,00003582120128240124,DAN,artigo 37
52211,00003582120128240124,DAN,artigo 489
52212,00003582120128240124,DAN,artigo 1022
52213,00003582120128240124,DAN,artigo 927
52214,00003582120128240124,DAN,artigo 37
52215,00003582120128240124,DAN,artigo 489
52216,00003582120128240124,DAN,artigo 1022
52217,00032522620128240073,CON,artigo 603
52218,00032522620128240073,CON,artigo 1022
52219,00032522620128240073,CON,artigo 1022
52220,00032522620128240073,CON,artigo 603
52221,00032522620128240073,CON,artigo 1022
52222,00032522620128240073,CON,artigo 1022
52223,00023369320088240020,DAN,artigo 85
52224,00023369320088240020,DAN,artigo 1022
52225,00023369320088240020,DAN,artigo 1022
52226,00023369320088240020,DAN,artigo 85
52227,00023369320088240020,DAN,artigo 1022
52228,00023369320088240020,DAN,artigo 1022
52229,00702269419958240023,BAN,artigo 274
52230,00702269419958240023,BAN,artigo 1022
52231,00702269419958240023,BAN,artigo 274
52232,00702269419958240023,BAN,artigo 1022
52233,00001978020108240059,EXP,artigo 373
52234,00001978020108240059,EXP,artigo 373
52235,00001978020108240059,EXP,artigo 1022
52236,00001978020108240059,EXP,artigo 1022
52237,00001978020108240059,EXP,artigo 1022
52238,00001978020108240059,EXP,artigo 1022
52239,00001978020108240059,EXP,artigo 373
52240,00001978020108240059,EXP,artigo 373
52241,00001978020108240059,EXP,artigo 1022
52242,00001978020108240059,EXP,artigo 1022
52243,00001978020108240059,EXP,artigo 1022
52244,00001978020108240059,EXP,artigo 1022
52245,00001978020108240059,EXP,artigo 373
52246,00001978020108240059,EXP,artigo 373
52247,00001978020108240059,EXP,artigo 1022
52248,00001978020108240059,EXP,artigo 1022
52249,00001978020108240059,EXP,artigo 1022
52250,00001978020108240059,EXP,artigo 1022
52251,00001978020108240059,EXP,artigo 373
52252,00001978020108240059,EXP,artigo 373
52253,00001978020108240059,EXP,artigo 1022
52254,00001978020108240059,EXP,artigo 1022
52255,00001978020108240059,EXP,artigo 1022
52256,00001978020108240059,EXP,artigo 1022
52257,03000568520148240143,TIT,artigo 659
52258,03000568520148240143,TIT,artigo 333
52259,03000568520148240143,TIT,artigo 543
52260,03000568520148240143,TIT,artigo 615
52261,03000568520148240143,TIT,artigo 659
52262,03000568520148240143,TIT,artigo 615
52263,03000568520148240143,TIT,artigo 20
52264,03000568520148240143,TIT,artigo 85
52265,03000568520148240143,TIT,10144/2002
52266,03000568520148240143,TIT,artigo 593
52267,03000568520148240143,TIT,artigo 1022
52268,03000568520148240143,TIT,artigo 659
52269,03000568520148240143,TIT,artigo 615
52270,03000568520148240143,TIT,artigo 659
52271,03000568520148240143,TIT,artigo 615
52272,03000568520148240143,TIT,artigo 1022
52273,03000568520148240143,TIT,artigo 1022
52274,03000568520148240143,TIT,artigo 1022
52275,03000568520148240143,TIT,artigo 659
52276,03000568520148240143,TIT,artigo 333
52277,03000568520148240143,TIT,artigo 543
52278,03000568520148240143,TIT,artigo 615
52279,03000568520148240143,TIT,artigo 659
52280,03000568520148240143,TIT,artigo 615
52281,03000568520148240143,TIT,artigo 20
52282,03000568520148240143,TIT,artigo 85
52283,03000568520148240143,TIT,10144/2002
52284,03000568520148240143,TIT,artigo 593
52285,03000568520148240143,TIT,artigo 1022
52286,03000568520148240143,TIT,artigo 659
52287,03000568520148240143,TIT,artigo 615
52288,03000568520148240143,TIT,artigo 659
52289,03000568520148240143,TIT,artigo 615
52290,03000568520148240143,TIT,artigo 1022
52291,03000568520148240143,TIT,artigo 1022
52292,03000568520148240143,TIT,artigo 1022
52293,00044994720078240031,OIG,8078/1990
52294,00044994720078240031,OIG,artigo 1024
52295,00044994720078240031,OIG,artigo 359
52296,00044994720078240031,OIG,artigo 206
52297,00044994720078240031,OIG,artigo 6
52298,00044994720078240031,OIG,artigo 489
52299,00044994720078240031,OIG,artigo 1013
52300,40092517220168240000,SFH,12409/2011
52301,40092517220168240000,SFH,81/2012
52302,40092517220168240000,SFH,1060/1950
52303,40092517220168240000,SFH,artigo 206
52304,40092517220168240000,SFH,artigo 3
52305,00577420620128240038,OIG,artigo 205
52306,00577420620128240038,OIG,86/1991
52307,00577420620128240038,OIG,artigo 1022
52308,00577420620128240038,OIG,artigo 205
52309,00577420620128240038,OIG,artigo 206
52310,00577420620128240038,OIG,artigo 85
52311,00577420620128240038,OIG,artigo 93
52312,00577420620128240038,OIG,artigo 205
52313,00577420620128240038,OIG,86/1991
52314,00577420620128240038,OIG,artigo 1022
52315,00577420620128240038,OIG,artigo 205
52316,00577420620128240038,OIG,artigo 206
52317,00577420620128240038,OIG,artigo 85
52318,00577420620128240038,OIG,artigo 93
52319,03008691920168240022,DMI,artigo 85
52320,03008691920168240022,DMI,artigo 85
52321,03008691920168240022,DMI,artigo 1022
52322,03008691920168240022,DMI,artigo 85
52323,03008691920168240022,DMI,artigo 85
52324,03008691920168240022,DMI,artigo 1022
52325,00016791320068240024,BAN,artigo 1022
52326,00016791320068240024,BAN,artigo 1022
52327,40016455620178240000,BUS,11101/2005
52328,40016455620178240000,BUS,artigo 1015
52329,03016971420148240045,SFH,artigo 1022
52330,03016971420148240045,SFH,artigo 1022
52331,03008317020158240077,CON,artigo 22
52332,03008317020158240077,CON,artigo 85
52333,03023376520178240092,BAN,8906/1994
52334,03023376520178240092,BAN,artigo 917
52335,03023376520178240092,BAN,artigo 917
52336,03023376520178240092,BAN,artigo 22
52337,03023376520178240092,BAN,artigo 1022
52338,03023376520178240092,BAN,8906/1994
52339,03023376520178240092,BAN,artigo 917
52340,03023376520178240092,BAN,artigo 917
52341,03023376520178240092,BAN,artigo 22
52342,03023376520178240092,BAN,artigo 1022
52343,03042943720148240018,TIT,artigo 5
52344,03042943720148240018,TIT,artigo 1022
52345,03042943720148240018,TIT,artigo 1022
52346,03042943720148240018,TIT,artigo 1022
52347,03042943720148240018,TIT,artigo 535
52348,03042943720148240018,TIT,artigo 557
52349,03042943720148240018,TIT,artigo 5
52350,03042943720148240018,TIT,artigo 1022
52351,03042943720148240018,TIT,artigo 1022
52352,03042943720148240018,TIT,artigo 1022
52353,03042943720148240018,TIT,artigo 535
52354,03042943720148240018,TIT,artigo 557
52355,03000555520168240006,BUS,artigo 192
52356,03000555520168240006,BUS,artigo 192
52357,03256593520148240023,PRE,artigo 1022
52358,03256593520148240023,PRE,artigo 1022
52359,03256593520148240023,PRE,artigo 1022
52360,03256593520148240023,PRE,artigo 1022
52361,03256593520148240023,PRE,artigo 1022
52362,03256593520148240023,PRE,artigo 1022
52363,03256593520148240023,PRE,artigo 1022
52364,03256593520148240023,PRE,artigo 1022
52365,03256593520148240023,PRE,artigo 1022
52366,03256593520148240023,PRE,artigo 1022
52367,03256593520148240023,PRE,artigo 1022
52368,03256593520148240023,PRE,artigo 1022
52369,03256593520148240023,PRE,artigo 1022
52370,03256593520148240023,PRE,artigo 1022
52371,03256593520148240023,PRE,artigo 1022
52372,03256593520148240023,PRE,artigo 1022
52373,03256593520148240023,PRE,artigo 1022
52374,03256593520148240023,PRE,artigo 1022
52375,03256593520148240023,PRE,artigo 1022
52376,03256593520148240023,PRE,artigo 1022
52377,03256593520148240023,PRE,artigo 1022
52378,03256593520148240023,PRE,artigo 1022
52379,03256593520148240023,PRE,artigo 1022
52380,03256593520148240023,PRE,artigo 1022
52381,03256593520148240023,PRE,artigo 1022
52382,03256593520148240023,PRE,artigo 1022
52383,03256593520148240023,PRE,artigo 1022
52384,03256593520148240023,PRE,artigo 1022
52385,03256593520148240023,PRE,artigo 1022
52386,03256593520148240023,PRE,artigo 1022
52387,03256593520148240023,PRE,artigo 1022
52388,03256593520148240023,PRE,artigo 1022
52389,03256593520148240023,PRE,artigo 1022
52390,03256593520148240023,PRE,artigo 1022
52391,03256593520148240023,PRE,artigo 1022
52392,03256593520148240023,PRE,artigo 1022
52393,00057867820128240028,FAM,artigo 1022
52394,00057867820128240028,FAM,artigo 1022
52395,03020576720148240038,CON,artigo 249
52396,03020576720148240038,CON,artigo 373
52397,03020576720148240038,CON,artigo 249
52398,03020576720148240038,CON,artigo 249
52399,03020576720148240038,CON,artigo 373
52400,03020576720148240038,CON,artigo 249
52401,03020576720148240038,CON,artigo 249
52402,03020576720148240038,CON,artigo 373
52403,03020576720148240038,CON,artigo 249
52404,03020576720148240038,CON,artigo 249
52405,03020576720148240038,CON,artigo 373
52406,03020576720148240038,CON,artigo 249
52407,00023696920088240057,POS,artigo 523
52408,00023696920088240057,POS,artigo 65
52409,00023696920088240057,POS,artigo 1238
52410,00023696920088240057,POS,artigo 523
52411,00023696920088240057,POS,artigo 65
52412,00023696920088240057,POS,artigo 1238
52413,00023696920088240057,POS,artigo 523
52414,00023696920088240057,POS,artigo 65
52415,00023696920088240057,POS,artigo 1238
52416,00023696920088240057,POS,artigo 523
52417,00023696920088240057,POS,artigo 65
52418,00023696920088240057,POS,artigo 1238
52419,40284902820178240000,EXP,7347/1985
52420,40284902820178240000,EXP,artigo 543
52421,40284902820178240000,EXP,artigo 5
52422,40284902820178240000,EXP,artigo 543
52423,40284902820178240000,EXP,artigo 475
52424,40284902820178240000,EXP,artigo 475
52425,40284902820178240000,EXP,artigo 475
52426,00011663820098240057,POS,artigo 65
52427,00011663820098240057,POS,artigo 1238
52428,00011663820098240057,POS,artigo 65
52429,00011663820098240057,POS,artigo 1238
52430,00011663820098240057,POS,artigo 65
52431,00011663820098240057,POS,artigo 1238
52432,00011663820098240057,POS,artigo 65
52433,00011663820098240057,POS,artigo 1238
52434,03026853520148240045,SFH,artigo 178
52435,03026853520148240045,SFH,artigo 206
52436,03026853520148240045,SFH,artigo 1022
52437,03026853520148240045,SFH,artigo 178
52438,03026853520148240045,SFH,artigo 206
52439,03026853520148240045,SFH,artigo 1022
52440,40280746020178240000,OIE,artigo 524
52441,40280746020178240000,OIE,artigo 524
52442,05009206020138240019,SEG,artigo 206
52443,05009206020138240019,SEG,artigo 206
52444,00021292720138240018,SEG,107/2007
52445,00021292720138240018,SEG,117/2004
52446,00021292720138240018,SEG,302/2005
52447,00021292720138240018,SEG,73/1966
52448,00021292720138240018,SEG,artigo 489
52449,00021292720138240018,SEG,artigo 489
52450,00021292720138240018,SEG,artigo 5
52451,00021292720138240018,SEG,artigo 21
52452,00021292720138240018,SEG,artigo 80
52453,00021292720138240018,SEG,107/2007
52454,00021292720138240018,SEG,117/2004
52455,00021292720138240018,SEG,302/2005
52456,00021292720138240018,SEG,73/1966
52457,00021292720138240018,SEG,artigo 489
52458,00021292720138240018,SEG,artigo 489
52459,00021292720138240018,SEG,artigo 5
52460,00021292720138240018,SEG,artigo 21
52461,00021292720138240018,SEG,artigo 80
52462,00032168120148240018,SEG,117/2004
52463,00032168120148240018,SEG,302/2005
52464,00279079620138240018,SEG,302/2005
52465,03012484920158240036,CON,artigo 408
52466,03012484920158240036,CON,artigo 85
52467,03012484920158240036,CON,artigo 85
52468,03012484920158240036,CON,artigo 408
52469,03012484920158240036,CON,artigo 85
52470,03012484920158240036,CON,artigo 85
52471,00060826220148240018,SEG,107/2007
52472,00060826220148240018,SEG,302/2005
52473,00060826220148240018,SEG,73/1966
52474,00060826220148240018,SEG,artigo 21
52475,00025350920178240018,DAN,artigo 206
52476,01906925920138240000,EXP,artigo 475
52477,01906925920138240000,EXP,artigo 1022
52478,01906925920138240000,EXP,artigo 475
52479,01906925920138240000,EXP,artigo 1022
52480,40036176120178240000,FAL,11101/2005
52481,40036176120178240000,FAL,artigo 1015
52482,40036176120178240000,FAL,artigo 1022
52483,40036176120178240000,FAL,artigo 1015
52484,40036176120178240000,FAL,artigo 1022
52485,40036176120178240000,FAL,11101/2005
52486,40036176120178240000,FAL,artigo 1015
52487,40036176120178240000,FAL,artigo 1022
52488,40036176120178240000,FAL,artigo 1015
52489,40036176120178240000,FAL,artigo 1022
52490,03001888720168240074,BUS,911/1969
52491,03001888720168240074,BUS,artigo 485
52492,03001888720168240074,BUS,artigo 219
52493,03001888720168240074,BUS,artigo 487
52494,03001888720168240074,BUS,artigo 3
52495,00627517220048240023,BAN,413/1969
52496,00627517220048240023,BAN,6840/1980
52497,00627517220048240023,BAN,1963/2000
52498,00627517220048240023,BAN,artigo 5
52499,00627517220048240023,BAN,artigo 5
52500,00627517220048240023,BAN,artigo 394
52501,00627517220048240023,BAN,artigo 86
52502,00627517220048240023,BAN,413/1969
52503,00627517220048240023,BAN,6840/1980
52504,00627517220048240023,BAN,1963/2000
52505,00627517220048240023,BAN,artigo 5
52506,00627517220048240023,BAN,artigo 5
52507,00627517220048240023,BAN,artigo 394
52508,00627517220048240023,BAN,artigo 86
52509,00627517220048240023,BAN,artigo 1022
52510,00627517220048240023,BAN,artigo 1022
52511,00627517220048240023,BAN,artigo 1022
52512,00627517220048240023,BAN,artigo 1022
52513,00627517220048240023,BAN,artigo 1022
52514,00627517220048240023,BAN,artigo 1022
52515,00627517220048240023,BAN,artigo 1022
52516,00627517220048240023,BAN,artigo 1022
52517,00627517220048240023,BAN,413/1969
52518,00627517220048240023,BAN,6840/1980
52519,00627517220048240023,BAN,1963/2000
52520,00627517220048240023,BAN,artigo 5
52521,00627517220048240023,BAN,artigo 5
52522,00627517220048240023,BAN,artigo 394
52523,00627517220048240023,BAN,artigo 86
52524,00627517220048240023,BAN,413/1969
52525,00627517220048240023,BAN,6840/1980
52526,00627517220048240023,BAN,1963/2000
52527,00627517220048240023,BAN,artigo 5
52528,00627517220048240023,BAN,artigo 5
52529,00627517220048240023,BAN,artigo 394
52530,00627517220048240023,BAN,artigo 86
52531,00627517220048240023,BAN,artigo 1022
52532,00627517220048240023,BAN,artigo 1022
52533,00627517220048240023,BAN,artigo 1022
52534,00627517220048240023,BAN,artigo 1022
52535,00627517220048240023,BAN,artigo 1022
52536,00627517220048240023,BAN,artigo 1022
52537,00627517220048240023,BAN,artigo 1022
52538,00627517220048240023,BAN,artigo 1022
52539,00627517220048240023,BAN,413/1969
52540,00627517220048240023,BAN,6840/1980
52541,00627517220048240023,BAN,1963/2000
52542,00627517220048240023,BAN,artigo 5
52543,00627517220048240023,BAN,artigo 5
52544,00627517220048240023,BAN,artigo 394
52545,00627517220048240023,BAN,artigo 86
52546,00627517220048240023,BAN,413/1969
52547,00627517220048240023,BAN,6840/1980
52548,00627517220048240023,BAN,1963/2000
52549,00627517220048240023,BAN,artigo 5
52550,00627517220048240023,BAN,artigo 5
52551,00627517220048240023,BAN,artigo 394
52552,00627517220048240023,BAN,artigo 86
52553,00627517220048240023,BAN,artigo 1022
52554,00627517220048240023,BAN,artigo 1022
52555,00627517220048240023,BAN,artigo 1022
52556,00627517220048240023,BAN,artigo 1022
52557,00627517220048240023,BAN,artigo 1022
52558,00627517220048240023,BAN,artigo 1022
52559,00627517220048240023,BAN,artigo 1022
52560,00627517220048240023,BAN,artigo 1022
52561,00627517220048240023,BAN,413/1969
52562,00627517220048240023,BAN,6840/1980
52563,00627517220048240023,BAN,1963/2000
52564,00627517220048240023,BAN,artigo 5
52565,00627517220048240023,BAN,artigo 5
52566,00627517220048240023,BAN,artigo 394
52567,00627517220048240023,BAN,artigo 86
52568,00627517220048240023,BAN,413/1969
52569,00627517220048240023,BAN,6840/1980
52570,00627517220048240023,BAN,1963/2000
52571,00627517220048240023,BAN,artigo 5
52572,00627517220048240023,BAN,artigo 5
52573,00627517220048240023,BAN,artigo 394
52574,00627517220048240023,BAN,artigo 86
52575,00627517220048240023,BAN,artigo 1022
52576,00627517220048240023,BAN,artigo 1022
52577,00627517220048240023,BAN,artigo 1022
52578,00627517220048240023,BAN,artigo 1022
52579,00627517220048240023,BAN,artigo 1022
52580,00627517220048240023,BAN,artigo 1022
52581,00627517220048240023,BAN,artigo 1022
52582,00627517220048240023,BAN,artigo 1022
52583,00627517220048240023,BAN,413/1969
52584,00627517220048240023,BAN,6840/1980
52585,00627517220048240023,BAN,1963/2000
52586,00627517220048240023,BAN,artigo 5
52587,00627517220048240023,BAN,artigo 5
52588,00627517220048240023,BAN,artigo 394
52589,00627517220048240023,BAN,artigo 86
52590,00627517220048240023,BAN,413/1969
52591,00627517220048240023,BAN,6840/1980
52592,00627517220048240023,BAN,1963/2000
52593,00627517220048240023,BAN,artigo 5
52594,00627517220048240023,BAN,artigo 5
52595,00627517220048240023,BAN,artigo 394
52596,00627517220048240023,BAN,artigo 86
52597,00627517220048240023,BAN,artigo 1022
52598,00627517220048240023,BAN,artigo 1022
52599,00627517220048240023,BAN,artigo 1022
52600,00627517220048240023,BAN,artigo 1022
52601,00627517220048240023,BAN,artigo 1022
52602,00627517220048240023,BAN,artigo 1022
52603,00627517220048240023,BAN,artigo 1022
52604,00627517220048240023,BAN,artigo 1022
52605,00627517220048240023,BAN,413/1969
52606,00627517220048240023,BAN,6840/1980
52607,00627517220048240023,BAN,1963/2000
52608,00627517220048240023,BAN,artigo 5
52609,00627517220048240023,BAN,artigo 5
52610,00627517220048240023,BAN,artigo 394
52611,00627517220048240023,BAN,artigo 86
52612,00627517220048240023,BAN,413/1969
52613,00627517220048240023,BAN,6840/1980
52614,00627517220048240023,BAN,1963/2000
52615,00627517220048240023,BAN,artigo 5
52616,00627517220048240023,BAN,artigo 5
52617,00627517220048240023,BAN,artigo 394
52618,00627517220048240023,BAN,artigo 86
52619,00627517220048240023,BAN,artigo 1022
52620,00627517220048240023,BAN,artigo 1022
52621,00627517220048240023,BAN,artigo 1022
52622,00627517220048240023,BAN,artigo 1022
52623,00627517220048240023,BAN,artigo 1022
52624,00627517220048240023,BAN,artigo 1022
52625,00627517220048240023,BAN,artigo 1022
52626,00627517220048240023,BAN,artigo 1022
52627,01860158320138240000,EXP,4717/1965
52628,01860158320138240000,EXP,artigo 16
52629,01860158320138240000,EXP,4717/1965
52630,01860158320138240000,EXP,artigo 16
52631,01860158320138240000,EXP,4717/1965
52632,01860158320138240000,EXP,artigo 16
52633,01860158320138240000,EXP,4717/1965
52634,01860158320138240000,EXP,artigo 16
52635,01860158320138240000,EXP,4717/1965
52636,01860158320138240000,EXP,artigo 16
52637,01860158320138240000,EXP,4717/1965
52638,01860158320138240000,EXP,artigo 16
52639,01860158320138240000,EXP,4717/1965
52640,01860158320138240000,EXP,artigo 16
52641,01860158320138240000,EXP,4717/1965
52642,01860158320138240000,EXP,artigo 16
52643,00001964420138240042,BAN,artigo 1010
52644,00001964420138240042,BAN,artigo 85
52645,00052381920088240020,DMI,artigo 85
52646,00020132520118240007,DAN,artigo 373
52647,40283136420178240000,RAI,artigo 99
52648,40283136420178240000,RAI,artigo 98
52649,40283136420178240000,RAI,artigo 1285
52650,40283136420178240000,RAI,artigo 1285
52651,40194805720178240000,OIE,artigo 1021
52652,40194805720178240000,OIE,artigo 1021
52653,40255352420178240000,OIG,artigo 1021
52654,40255352420178240000,OIG,artigo 1021
52655,40025523120178240000,OIE,artigo 1022
52656,40025523120178240000,OIE,artigo 1025
52657,40025523120178240000,OIE,artigo 1022
52658,40025523120178240000,OIE,artigo 1025
52659,40020551720178240000,BUS,911/1969
52660,40020551720178240000,BUS,911/1969
52661,40272370520178240000,SFH,artigo 1015
52662,40272370520178240000,SFH,artigo 1022
52663,40272370520178240000,SFH,artigo 1015
52664,40272370520178240000,SFH,artigo 1022
52665,03064696720158240018,SEG,117/2004
52666,03064696720158240018,SEG,302/2005
52667,03064696720158240018,SEG,73/1966
52668,03064696720158240018,SEG,107/2004
52669,03064696720158240018,SEG,artigo 3
52670,40148972920178240000,OIE,artigo 1021
52671,40148972920178240000,OIE,artigo 1021
52672,40032599620178240000,EXP,artigo 1021
52673,40032599620178240000,EXP,artigo 1021
52674,06001305020148240019,SEG,117/2004
52675,06001305020148240019,SEG,302/2005
52676,06001305020148240019,SEG,73/1966
52677,06001305020148240019,SEG,107/2004
52678,06001305020148240019,SEG,artigo 3
52679,06001305020148240019,SEG,artigo 1025
52680,06001305020148240019,SEG,artigo 1026
52681,06001305020148240019,SEG,artigo 1022
52682,06001305020148240019,SEG,117/2004
52683,06001305020148240019,SEG,302/2005
52684,06001305020148240019,SEG,73/1966
52685,06001305020148240019,SEG,107/2004
52686,06001305020148240019,SEG,artigo 3
52687,06001305020148240019,SEG,artigo 1025
52688,06001305020148240019,SEG,artigo 1026
52689,06001305020148240019,SEG,artigo 1022
52690,06001305020148240019,SEG,117/2004
52691,06001305020148240019,SEG,302/2005
52692,06001305020148240019,SEG,73/1966
52693,06001305020148240019,SEG,107/2004
