,PROCESSO,ROTULO_MANUAL,LEI
19649,00247749520168240000,EXP,artigo 475
19650,00247749520168240000,EXP,artigo 475
19651,00247749520168240000,EXP,artigo 538
19652,00247749520168240000,EXP,5869/1973
19653,00247749520168240000,EXP,13105/2015
19654,00247749520168240000,EXP,artigo 14
19655,00247749520168240000,EXP,artigo 475
19656,00247749520168240000,EXP,artigo 543
19657,00247749520168240000,EXP,artigo 543
19658,00247749520168240000,EXP,artigo 475
19659,00247749520168240000,EXP,artigo 475
19660,00247749520168240000,EXP,artigo 538
19661,00247749520168240000,EXP,5869/1973
19662,00247749520168240000,EXP,13105/2015
19663,00247749520168240000,EXP,artigo 14
19664,00247749520168240000,EXP,artigo 475
19665,00247749520168240000,EXP,artigo 543
19666,00247749520168240000,EXP,artigo 543
19667,00247749520168240000,EXP,artigo 475
19668,00247749520168240000,EXP,artigo 475
19669,00247749520168240000,EXP,artigo 538
19670,00247749520168240000,EXP,artigo 1022
19671,00247749520168240000,EXP,artigo 1022
19672,00247749520168240000,EXP,artigo 1022
19673,00247749520168240000,EXP,artigo 1022
19674,00247749520168240000,EXP,artigo 1022
19675,00247749520168240000,EXP,artigo 1022
19676,00247749520168240000,EXP,artigo 1022
19677,00247749520168240000,EXP,artigo 1022
19678,00247749520168240000,EXP,artigo 1022
19679,00247749520168240000,EXP,artigo 1022
19680,00247749520168240000,EXP,artigo 1022
19681,00247749520168240000,EXP,artigo 1022
19682,00247749520168240000,EXP,5869/1973
19683,00247749520168240000,EXP,13105/2015
19684,00247749520168240000,EXP,artigo 14
19685,00247749520168240000,EXP,artigo 475
19686,00247749520168240000,EXP,artigo 543
19687,00247749520168240000,EXP,artigo 543
19688,00247749520168240000,EXP,artigo 475
19689,00247749520168240000,EXP,artigo 475
19690,00247749520168240000,EXP,artigo 538
19691,00247749520168240000,EXP,5869/1973
19692,00247749520168240000,EXP,13105/2015
19693,00247749520168240000,EXP,artigo 14
19694,00247749520168240000,EXP,artigo 475
19695,00247749520168240000,EXP,artigo 543
19696,00247749520168240000,EXP,artigo 543
19697,00247749520168240000,EXP,artigo 475
19698,00247749520168240000,EXP,artigo 475
19699,00247749520168240000,EXP,artigo 538
19700,00247749520168240000,EXP,5869/1973
19701,00247749520168240000,EXP,13105/2015
19702,00247749520168240000,EXP,artigo 14
19703,00247749520168240000,EXP,artigo 475
19704,00247749520168240000,EXP,artigo 543
19705,00247749520168240000,EXP,artigo 543
19706,00247749520168240000,EXP,artigo 475
19707,00247749520168240000,EXP,artigo 475
19708,00247749520168240000,EXP,artigo 538
19709,00247749520168240000,EXP,5869/1973
19710,00247749520168240000,EXP,13105/2015
19711,00247749520168240000,EXP,artigo 14
19712,00247749520168240000,EXP,artigo 475
19713,00247749520168240000,EXP,artigo 543
19714,00247749520168240000,EXP,artigo 543
19715,00247749520168240000,EXP,artigo 475
19716,00247749520168240000,EXP,artigo 475
19717,00247749520168240000,EXP,artigo 538
19718,00247749520168240000,EXP,5869/1973
19719,00247749520168240000,EXP,13105/2015
19720,00247749520168240000,EXP,artigo 14
19721,00247749520168240000,EXP,artigo 475
19722,00247749520168240000,EXP,artigo 543
19723,00247749520168240000,EXP,artigo 543
19724,00247749520168240000,EXP,artigo 475
19725,00247749520168240000,EXP,artigo 475
19726,00247749520168240000,EXP,artigo 538
19727,00247749520168240000,EXP,5869/1973
19728,00247749520168240000,EXP,13105/2015
19729,00247749520168240000,EXP,artigo 14
19730,00247749520168240000,EXP,artigo 475
19731,00247749520168240000,EXP,artigo 543
19732,00247749520168240000,EXP,artigo 543
19733,00247749520168240000,EXP,artigo 475
19734,00247749520168240000,EXP,artigo 475
19735,00247749520168240000,EXP,artigo 538
19736,00247749520168240000,EXP,artigo 1022
19737,00247749520168240000,EXP,artigo 1022
19738,00247749520168240000,EXP,artigo 1022
19739,00247749520168240000,EXP,artigo 1022
19740,00247749520168240000,EXP,artigo 1022
19741,00247749520168240000,EXP,artigo 1022
19742,00247749520168240000,EXP,artigo 1022
19743,00247749520168240000,EXP,artigo 1022
19744,00247749520168240000,EXP,artigo 1022
19745,00247749520168240000,EXP,artigo 1022
19746,00247749520168240000,EXP,artigo 1022
19747,00247749520168240000,EXP,artigo 1022
19748,00247749520168240000,EXP,5869/1973
19749,00247749520168240000,EXP,13105/2015
19750,00247749520168240000,EXP,artigo 14
19751,00247749520168240000,EXP,artigo 475
19752,00247749520168240000,EXP,artigo 543
19753,00247749520168240000,EXP,artigo 543
19754,00247749520168240000,EXP,artigo 475
19755,00247749520168240000,EXP,artigo 475
19756,00247749520168240000,EXP,artigo 538
19757,00247749520168240000,EXP,5869/1973
19758,00247749520168240000,EXP,13105/2015
19759,00247749520168240000,EXP,artigo 14
19760,00247749520168240000,EXP,artigo 475
19761,00247749520168240000,EXP,artigo 543
19762,00247749520168240000,EXP,artigo 543
19763,00247749520168240000,EXP,artigo 475
19764,00247749520168240000,EXP,artigo 475
19765,00247749520168240000,EXP,artigo 538
19766,00247749520168240000,EXP,5869/1973
19767,00247749520168240000,EXP,13105/2015
19768,00247749520168240000,EXP,artigo 14
19769,00247749520168240000,EXP,artigo 475
19770,00247749520168240000,EXP,artigo 543
19771,00247749520168240000,EXP,artigo 543
19772,00247749520168240000,EXP,artigo 475
19773,00247749520168240000,EXP,artigo 475
19774,00247749520168240000,EXP,artigo 538
19775,00247749520168240000,EXP,5869/1973
19776,00247749520168240000,EXP,13105/2015
19777,00247749520168240000,EXP,artigo 14
19778,00247749520168240000,EXP,artigo 475
19779,00247749520168240000,EXP,artigo 543
19780,00247749520168240000,EXP,artigo 543
19781,00247749520168240000,EXP,artigo 475
19782,00247749520168240000,EXP,artigo 475
19783,00247749520168240000,EXP,artigo 538
19784,00247749520168240000,EXP,5869/1973
19785,00247749520168240000,EXP,13105/2015
19786,00247749520168240000,EXP,artigo 14
19787,00247749520168240000,EXP,artigo 475
19788,00247749520168240000,EXP,artigo 543
19789,00247749520168240000,EXP,artigo 543
19790,00247749520168240000,EXP,artigo 475
19791,00247749520168240000,EXP,artigo 475
19792,00247749520168240000,EXP,artigo 538
19793,00247749520168240000,EXP,5869/1973
19794,00247749520168240000,EXP,13105/2015
19795,00247749520168240000,EXP,artigo 14
19796,00247749520168240000,EXP,artigo 475
19797,00247749520168240000,EXP,artigo 543
19798,00247749520168240000,EXP,artigo 543
19799,00247749520168240000,EXP,artigo 475
19800,00247749520168240000,EXP,artigo 475
19801,00247749520168240000,EXP,artigo 538
19802,00247749520168240000,EXP,artigo 1022
19803,00247749520168240000,EXP,artigo 1022
19804,00247749520168240000,EXP,artigo 1022
19805,00247749520168240000,EXP,artigo 1022
19806,00247749520168240000,EXP,artigo 1022
19807,00247749520168240000,EXP,artigo 1022
19808,00247749520168240000,EXP,artigo 1022
19809,00247749520168240000,EXP,artigo 1022
19810,00247749520168240000,EXP,artigo 1022
19811,00247749520168240000,EXP,artigo 1022
19812,00247749520168240000,EXP,artigo 1022
19813,00247749520168240000,EXP,artigo 1022
19814,00247749520168240000,EXP,5869/1973
19815,00247749520168240000,EXP,13105/2015
19816,00247749520168240000,EXP,artigo 14
19817,00247749520168240000,EXP,artigo 475
19818,00247749520168240000,EXP,artigo 543
19819,00247749520168240000,EXP,artigo 543
19820,00247749520168240000,EXP,artigo 475
19821,00247749520168240000,EXP,artigo 475
19822,00247749520168240000,EXP,artigo 538
19823,00247749520168240000,EXP,5869/1973
19824,00247749520168240000,EXP,13105/2015
19825,00247749520168240000,EXP,artigo 14
19826,00247749520168240000,EXP,artigo 475
19827,00247749520168240000,EXP,artigo 543
19828,00247749520168240000,EXP,artigo 543
19829,00247749520168240000,EXP,artigo 475
19830,00247749520168240000,EXP,artigo 475
19831,00247749520168240000,EXP,artigo 538
19832,00247749520168240000,EXP,5869/1973
19833,00247749520168240000,EXP,13105/2015
19834,00247749520168240000,EXP,artigo 14
19835,00247749520168240000,EXP,artigo 475
19836,00247749520168240000,EXP,artigo 543
19837,00247749520168240000,EXP,artigo 543
19838,00247749520168240000,EXP,artigo 475
19839,00247749520168240000,EXP,artigo 475
19840,00247749520168240000,EXP,artigo 538
19841,00247749520168240000,EXP,5869/1973
19842,00247749520168240000,EXP,13105/2015
19843,00247749520168240000,EXP,artigo 14
19844,00247749520168240000,EXP,artigo 475
19845,00247749520168240000,EXP,artigo 543
19846,00247749520168240000,EXP,artigo 543
19847,00247749520168240000,EXP,artigo 475
19848,00247749520168240000,EXP,artigo 475
19849,00247749520168240000,EXP,artigo 538
19850,00247749520168240000,EXP,5869/1973
19851,00247749520168240000,EXP,13105/2015
19852,00247749520168240000,EXP,artigo 14
19853,00247749520168240000,EXP,artigo 475
19854,00247749520168240000,EXP,artigo 543
19855,00247749520168240000,EXP,artigo 543
19856,00247749520168240000,EXP,artigo 475
19857,00247749520168240000,EXP,artigo 475
19858,00247749520168240000,EXP,artigo 538
19859,00247749520168240000,EXP,5869/1973
19860,00247749520168240000,EXP,13105/2015
19861,00247749520168240000,EXP,artigo 14
19862,00247749520168240000,EXP,artigo 475
19863,00247749520168240000,EXP,artigo 543
19864,00247749520168240000,EXP,artigo 543
19865,00247749520168240000,EXP,artigo 475
19866,00247749520168240000,EXP,artigo 475
19867,00247749520168240000,EXP,artigo 538
19868,00247749520168240000,EXP,artigo 1022
19869,00247749520168240000,EXP,artigo 1022
19870,00247749520168240000,EXP,artigo 1022
19871,00247749520168240000,EXP,artigo 1022
19872,00247749520168240000,EXP,artigo 1022
19873,00247749520168240000,EXP,artigo 1022
19874,00247749520168240000,EXP,artigo 1022
19875,00247749520168240000,EXP,artigo 1022
19876,00247749520168240000,EXP,artigo 1022
19877,00247749520168240000,EXP,artigo 1022
19878,00247749520168240000,EXP,artigo 1022
19879,00247749520168240000,EXP,artigo 1022
19880,00247749520168240000,EXP,5869/1973
19881,00247749520168240000,EXP,13105/2015
19882,00247749520168240000,EXP,artigo 14
19883,00247749520168240000,EXP,artigo 475
19884,00247749520168240000,EXP,artigo 543
19885,00247749520168240000,EXP,artigo 543
19886,00247749520168240000,EXP,artigo 475
19887,00247749520168240000,EXP,artigo 475
19888,00247749520168240000,EXP,artigo 538
19889,00247749520168240000,EXP,5869/1973
19890,00247749520168240000,EXP,13105/2015
19891,00247749520168240000,EXP,artigo 14
19892,00247749520168240000,EXP,artigo 475
19893,00247749520168240000,EXP,artigo 543
19894,00247749520168240000,EXP,artigo 543
19895,00247749520168240000,EXP,artigo 475
19896,00247749520168240000,EXP,artigo 475
19897,00247749520168240000,EXP,artigo 538
19898,00247749520168240000,EXP,5869/1973
19899,00247749520168240000,EXP,13105/2015
19900,00247749520168240000,EXP,artigo 14
19901,00247749520168240000,EXP,artigo 475
19902,00247749520168240000,EXP,artigo 543
19903,00247749520168240000,EXP,artigo 543
19904,00247749520168240000,EXP,artigo 475
19905,00247749520168240000,EXP,artigo 475
19906,00247749520168240000,EXP,artigo 538
19907,00247749520168240000,EXP,5869/1973
19908,00247749520168240000,EXP,13105/2015
19909,00247749520168240000,EXP,artigo 14
19910,00247749520168240000,EXP,artigo 475
19911,00247749520168240000,EXP,artigo 543
19912,00247749520168240000,EXP,artigo 543
19913,00247749520168240000,EXP,artigo 475
19914,00247749520168240000,EXP,artigo 475
19915,00247749520168240000,EXP,artigo 538
19916,00247749520168240000,EXP,5869/1973
19917,00247749520168240000,EXP,13105/2015
19918,00247749520168240000,EXP,artigo 14
19919,00247749520168240000,EXP,artigo 475
19920,00247749520168240000,EXP,artigo 543
19921,00247749520168240000,EXP,artigo 543
19922,00247749520168240000,EXP,artigo 475
19923,00247749520168240000,EXP,artigo 475
19924,00247749520168240000,EXP,artigo 538
19925,00247749520168240000,EXP,5869/1973
19926,00247749520168240000,EXP,13105/2015
19927,00247749520168240000,EXP,artigo 14
19928,00247749520168240000,EXP,artigo 475
19929,00247749520168240000,EXP,artigo 543
19930,00247749520168240000,EXP,artigo 543
19931,00247749520168240000,EXP,artigo 475
19932,00247749520168240000,EXP,artigo 475
19933,00247749520168240000,EXP,artigo 538
19934,00247749520168240000,EXP,artigo 1022
19935,00247749520168240000,EXP,artigo 1022
19936,00247749520168240000,EXP,artigo 1022
19937,00247749520168240000,EXP,artigo 1022
19938,00247749520168240000,EXP,artigo 1022
19939,00247749520168240000,EXP,artigo 1022
19940,00247749520168240000,EXP,artigo 1022
19941,00247749520168240000,EXP,artigo 1022
19942,00247749520168240000,EXP,artigo 1022
19943,00247749520168240000,EXP,artigo 1022
19944,00247749520168240000,EXP,artigo 1022
19945,00247749520168240000,EXP,artigo 1022
19946,00247749520168240000,EXP,5869/1973
19947,00247749520168240000,EXP,13105/2015
19948,00247749520168240000,EXP,artigo 14
19949,00247749520168240000,EXP,artigo 475
19950,00247749520168240000,EXP,artigo 543
19951,00247749520168240000,EXP,artigo 543
19952,00247749520168240000,EXP,artigo 475
19953,00247749520168240000,EXP,artigo 475
19954,00247749520168240000,EXP,artigo 538
19955,00247749520168240000,EXP,5869/1973
19956,00247749520168240000,EXP,13105/2015
19957,00247749520168240000,EXP,artigo 14
19958,00247749520168240000,EXP,artigo 475
19959,00247749520168240000,EXP,artigo 543
19960,00247749520168240000,EXP,artigo 543
19961,00247749520168240000,EXP,artigo 475
19962,00247749520168240000,EXP,artigo 475
19963,00247749520168240000,EXP,artigo 538
19964,00247749520168240000,EXP,5869/1973
19965,00247749520168240000,EXP,13105/2015
19966,00247749520168240000,EXP,artigo 14
19967,00247749520168240000,EXP,artigo 475
19968,00247749520168240000,EXP,artigo 543
19969,00247749520168240000,EXP,artigo 543
19970,00247749520168240000,EXP,artigo 475
19971,00247749520168240000,EXP,artigo 475
19972,00247749520168240000,EXP,artigo 538
19973,00247749520168240000,EXP,5869/1973
19974,00247749520168240000,EXP,13105/2015
19975,00247749520168240000,EXP,artigo 14
19976,00247749520168240000,EXP,artigo 475
19977,00247749520168240000,EXP,artigo 543
19978,00247749520168240000,EXP,artigo 543
19979,00247749520168240000,EXP,artigo 475
19980,00247749520168240000,EXP,artigo 475
19981,00247749520168240000,EXP,artigo 538
19982,00247749520168240000,EXP,5869/1973
19983,00247749520168240000,EXP,13105/2015
19984,00247749520168240000,EXP,artigo 14
19985,00247749520168240000,EXP,artigo 475
19986,00247749520168240000,EXP,artigo 543
19987,00247749520168240000,EXP,artigo 543
19988,00247749520168240000,EXP,artigo 475
19989,00247749520168240000,EXP,artigo 475
19990,00247749520168240000,EXP,artigo 538
19991,00247749520168240000,EXP,5869/1973
19992,00247749520168240000,EXP,13105/2015
19993,00247749520168240000,EXP,artigo 14
19994,00247749520168240000,EXP,artigo 475
19995,00247749520168240000,EXP,artigo 543
19996,00247749520168240000,EXP,artigo 543
19997,00247749520168240000,EXP,artigo 475
19998,00247749520168240000,EXP,artigo 475
19999,00247749520168240000,EXP,artigo 538
20000,00247749520168240000,EXP,artigo 1022
20001,00247749520168240000,EXP,artigo 1022
20002,00247749520168240000,EXP,artigo 1022
20003,00247749520168240000,EXP,artigo 1022
20004,00247749520168240000,EXP,artigo 1022
20005,00247749520168240000,EXP,artigo 1022
20006,00247749520168240000,EXP,artigo 1022
20007,00247749520168240000,EXP,artigo 1022
20008,00247749520168240000,EXP,artigo 1022
20009,00247749520168240000,EXP,artigo 1022
20010,00247749520168240000,EXP,artigo 1022
20011,00247749520168240000,EXP,artigo 1022
20012,00247749520168240000,EXP,5869/1973
20013,00247749520168240000,EXP,13105/2015
20014,00247749520168240000,EXP,artigo 14
20015,00247749520168240000,EXP,artigo 475
20016,00247749520168240000,EXP,artigo 543
20017,00247749520168240000,EXP,artigo 543
20018,00247749520168240000,EXP,artigo 475
20019,00247749520168240000,EXP,artigo 475
20020,00247749520168240000,EXP,artigo 538
20021,00247749520168240000,EXP,5869/1973
20022,00247749520168240000,EXP,13105/2015
20023,00247749520168240000,EXP,artigo 14
20024,00247749520168240000,EXP,artigo 475
20025,00247749520168240000,EXP,artigo 543
20026,00247749520168240000,EXP,artigo 543
20027,00247749520168240000,EXP,artigo 475
20028,00247749520168240000,EXP,artigo 475
20029,00247749520168240000,EXP,artigo 538
20030,00247749520168240000,EXP,5869/1973
20031,00247749520168240000,EXP,13105/2015
20032,00247749520168240000,EXP,artigo 14
20033,00247749520168240000,EXP,artigo 475
20034,00247749520168240000,EXP,artigo 543
20035,00247749520168240000,EXP,artigo 543
20036,00247749520168240000,EXP,artigo 475
20037,00247749520168240000,EXP,artigo 475
20038,00247749520168240000,EXP,artigo 538
20039,00247749520168240000,EXP,5869/1973
20040,00247749520168240000,EXP,13105/2015
20041,00247749520168240000,EXP,artigo 14
20042,00247749520168240000,EXP,artigo 475
20043,00247749520168240000,EXP,artigo 543
20044,00247749520168240000,EXP,artigo 543
20045,00247749520168240000,EXP,artigo 475
20046,00247749520168240000,EXP,artigo 475
20047,00247749520168240000,EXP,artigo 538
20048,00247749520168240000,EXP,5869/1973
20049,00247749520168240000,EXP,13105/2015
20050,00247749520168240000,EXP,artigo 14
20051,00247749520168240000,EXP,artigo 475
20052,00247749520168240000,EXP,artigo 543
20053,00247749520168240000,EXP,artigo 543
20054,00247749520168240000,EXP,artigo 475
20055,00247749520168240000,EXP,artigo 475
20056,00247749520168240000,EXP,artigo 538
20057,00247749520168240000,EXP,5869/1973
20058,00247749520168240000,EXP,13105/2015
20059,00247749520168240000,EXP,artigo 14
20060,00247749520168240000,EXP,artigo 475
20061,00247749520168240000,EXP,artigo 543
20062,00247749520168240000,EXP,artigo 543
20063,00247749520168240000,EXP,artigo 475
20064,00247749520168240000,EXP,artigo 475
20065,00247749520168240000,EXP,artigo 538
20066,00247749520168240000,EXP,artigo 1022
20067,00247749520168240000,EXP,artigo 1022
20068,00247749520168240000,EXP,artigo 1022
20069,00247749520168240000,EXP,artigo 1022
20070,00247749520168240000,EXP,artigo 1022
20071,00247749520168240000,EXP,artigo 1022
20072,00247749520168240000,EXP,artigo 1022
20073,00247749520168240000,EXP,artigo 1022
20074,00247749520168240000,EXP,artigo 1022
20075,00247749520168240000,EXP,artigo 1022
20076,00247749520168240000,EXP,artigo 1022
20077,00247749520168240000,EXP,artigo 1022
20078,00002063519888240052,TIT,57663/1966
20079,00002063519888240052,TIT,artigo 85
20080,01565401420158240000,EXP,5869/1973
20081,01565401420158240000,EXP,13105/2015
20082,01565401420158240000,EXP,artigo 14
20083,01565401420158240000,EXP,artigo 475
20084,01565401420158240000,EXP,artigo 543
20085,01565401420158240000,EXP,artigo 543
20086,01565401420158240000,EXP,artigo 475
20087,01565401420158240000,EXP,artigo 475
20088,01565401420158240000,EXP,5869/1973
20089,01565401420158240000,EXP,13105/2015
20090,01565401420158240000,EXP,artigo 14
20091,01565401420158240000,EXP,artigo 475
20092,01565401420158240000,EXP,artigo 543
20093,01565401420158240000,EXP,artigo 543
20094,01565401420158240000,EXP,artigo 475
20095,01565401420158240000,EXP,artigo 475
20096,01565401420158240000,EXP,5869/1973
20097,01565401420158240000,EXP,13105/2015
20098,01565401420158240000,EXP,artigo 14
20099,01565401420158240000,EXP,artigo 475
20100,01565401420158240000,EXP,artigo 543
20101,01565401420158240000,EXP,artigo 543
20102,01565401420158240000,EXP,artigo 475
20103,01565401420158240000,EXP,artigo 475
20104,01565401420158240000,EXP,artigo 1022
20105,01565401420158240000,EXP,artigo 1022
20106,01565401420158240000,EXP,artigo 1022
20107,01565401420158240000,EXP,artigo 1022
20108,01565401420158240000,EXP,artigo 1022
20109,01565401420158240000,EXP,artigo 1022
20110,01565401420158240000,EXP,5869/1973
20111,01565401420158240000,EXP,13105/2015
20112,01565401420158240000,EXP,artigo 14
20113,01565401420158240000,EXP,artigo 475
20114,01565401420158240000,EXP,artigo 543
20115,01565401420158240000,EXP,artigo 543
20116,01565401420158240000,EXP,artigo 475
20117,01565401420158240000,EXP,artigo 475
20118,01565401420158240000,EXP,5869/1973
20119,01565401420158240000,EXP,13105/2015
20120,01565401420158240000,EXP,artigo 14
20121,01565401420158240000,EXP,artigo 475
20122,01565401420158240000,EXP,artigo 543
20123,01565401420158240000,EXP,artigo 543
20124,01565401420158240000,EXP,artigo 475
20125,01565401420158240000,EXP,artigo 475
20126,01565401420158240000,EXP,5869/1973
20127,01565401420158240000,EXP,13105/2015
20128,01565401420158240000,EXP,artigo 14
20129,01565401420158240000,EXP,artigo 475
20130,01565401420158240000,EXP,artigo 543
20131,01565401420158240000,EXP,artigo 543
20132,01565401420158240000,EXP,artigo 475
20133,01565401420158240000,EXP,artigo 475
20134,01565401420158240000,EXP,artigo 1022
20135,01565401420158240000,EXP,artigo 1022
20136,01565401420158240000,EXP,artigo 1022
20137,01565401420158240000,EXP,artigo 1022
20138,01565401420158240000,EXP,artigo 1022
20139,01565401420158240000,EXP,artigo 1022
20140,01565401420158240000,EXP,5869/1973
20141,01565401420158240000,EXP,13105/2015
20142,01565401420158240000,EXP,artigo 14
20143,01565401420158240000,EXP,artigo 475
20144,01565401420158240000,EXP,artigo 543
20145,01565401420158240000,EXP,artigo 543
20146,01565401420158240000,EXP,artigo 475
20147,01565401420158240000,EXP,artigo 475
20148,01565401420158240000,EXP,5869/1973
20149,01565401420158240000,EXP,13105/2015
20150,01565401420158240000,EXP,artigo 14
20151,01565401420158240000,EXP,artigo 475
20152,01565401420158240000,EXP,artigo 543
20153,01565401420158240000,EXP,artigo 543
20154,01565401420158240000,EXP,artigo 475
20155,01565401420158240000,EXP,artigo 475
20156,01565401420158240000,EXP,5869/1973
20157,01565401420158240000,EXP,13105/2015
20158,01565401420158240000,EXP,artigo 14
20159,01565401420158240000,EXP,artigo 475
20160,01565401420158240000,EXP,artigo 543
20161,01565401420158240000,EXP,artigo 543
20162,01565401420158240000,EXP,artigo 475
20163,01565401420158240000,EXP,artigo 475
20164,01565401420158240000,EXP,artigo 1022
20165,01565401420158240000,EXP,artigo 1022
20166,01565401420158240000,EXP,artigo 1022
20167,01565401420158240000,EXP,artigo 1022
20168,01565401420158240000,EXP,artigo 1022
20169,01565401420158240000,EXP,artigo 1022
20170,01565401420158240000,EXP,5869/1973
20171,01565401420158240000,EXP,13105/2015
20172,01565401420158240000,EXP,artigo 14
20173,01565401420158240000,EXP,artigo 475
20174,01565401420158240000,EXP,artigo 543
20175,01565401420158240000,EXP,artigo 543
20176,01565401420158240000,EXP,artigo 475
20177,01565401420158240000,EXP,artigo 475
20178,01565401420158240000,EXP,5869/1973
20179,01565401420158240000,EXP,13105/2015
20180,01565401420158240000,EXP,artigo 14
20181,01565401420158240000,EXP,artigo 475
20182,01565401420158240000,EXP,artigo 543
20183,01565401420158240000,EXP,artigo 543
20184,01565401420158240000,EXP,artigo 475
20185,01565401420158240000,EXP,artigo 475
20186,01565401420158240000,EXP,5869/1973
20187,01565401420158240000,EXP,13105/2015
20188,01565401420158240000,EXP,artigo 14
20189,01565401420158240000,EXP,artigo 475
20190,01565401420158240000,EXP,artigo 543
20191,01565401420158240000,EXP,artigo 543
20192,01565401420158240000,EXP,artigo 475
20193,01565401420158240000,EXP,artigo 475
20194,01565401420158240000,EXP,artigo 1022
20195,01565401420158240000,EXP,artigo 1022
20196,01565401420158240000,EXP,artigo 1022
20197,01565401420158240000,EXP,artigo 1022
20198,01565401420158240000,EXP,artigo 1022
20199,01565401420158240000,EXP,artigo 1022
20200,01565401420158240000,EXP,5869/1973
20201,01565401420158240000,EXP,13105/2015
20202,01565401420158240000,EXP,artigo 14
20203,01565401420158240000,EXP,artigo 475
20204,01565401420158240000,EXP,artigo 543
20205,01565401420158240000,EXP,artigo 543
20206,01565401420158240000,EXP,artigo 475
20207,01565401420158240000,EXP,artigo 475
20208,01565401420158240000,EXP,5869/1973
20209,01565401420158240000,EXP,13105/2015
20210,01565401420158240000,EXP,artigo 14
20211,01565401420158240000,EXP,artigo 475
20212,01565401420158240000,EXP,artigo 543
20213,01565401420158240000,EXP,artigo 543
20214,01565401420158240000,EXP,artigo 475
20215,01565401420158240000,EXP,artigo 475
20216,01565401420158240000,EXP,5869/1973
20217,01565401420158240000,EXP,13105/2015
20218,01565401420158240000,EXP,artigo 14
20219,01565401420158240000,EXP,artigo 475
20220,01565401420158240000,EXP,artigo 543
20221,01565401420158240000,EXP,artigo 543
20222,01565401420158240000,EXP,artigo 475
20223,01565401420158240000,EXP,artigo 475
20224,01565401420158240000,EXP,artigo 1022
20225,01565401420158240000,EXP,artigo 1022
20226,01565401420158240000,EXP,artigo 1022
20227,01565401420158240000,EXP,artigo 1022
20228,01565401420158240000,EXP,artigo 1022
20229,01565401420158240000,EXP,artigo 1022
20230,01565401420158240000,EXP,5869/1973
20231,01565401420158240000,EXP,13105/2015
20232,01565401420158240000,EXP,artigo 14
20233,01565401420158240000,EXP,artigo 475
20234,01565401420158240000,EXP,artigo 543
20235,01565401420158240000,EXP,artigo 543
20236,01565401420158240000,EXP,artigo 475
20237,01565401420158240000,EXP,artigo 475
20238,01565401420158240000,EXP,5869/1973
20239,01565401420158240000,EXP,13105/2015
20240,01565401420158240000,EXP,artigo 14
20241,01565401420158240000,EXP,artigo 475
20242,01565401420158240000,EXP,artigo 543
20243,01565401420158240000,EXP,artigo 543
20244,01565401420158240000,EXP,artigo 475
20245,01565401420158240000,EXP,artigo 475
20246,01565401420158240000,EXP,5869/1973
20247,01565401420158240000,EXP,13105/2015
20248,01565401420158240000,EXP,artigo 14
20249,01565401420158240000,EXP,artigo 475
20250,01565401420158240000,EXP,artigo 543
20251,01565401420158240000,EXP,artigo 543
20252,01565401420158240000,EXP,artigo 475
20253,01565401420158240000,EXP,artigo 475
20254,01565401420158240000,EXP,artigo 1022
20255,01565401420158240000,EXP,artigo 1022
20256,01565401420158240000,EXP,artigo 1022
20257,01565401420158240000,EXP,artigo 1022
20258,01565401420158240000,EXP,artigo 1022
20259,01565401420158240000,EXP,artigo 1022
20260,01536778520158240000,EXP,5869/1973
20261,01536778520158240000,EXP,13105/2015
20262,01536778520158240000,EXP,artigo 14
20263,01536778520158240000,EXP,artigo 1022
20264,01536778520158240000,EXP,artigo 1022
20265,01536778520158240000,EXP,5869/1973
20266,01536778520158240000,EXP,13105/2015
20267,01536778520158240000,EXP,artigo 14
20268,01536778520158240000,EXP,artigo 1022
20269,01536778520158240000,EXP,artigo 1022
20270,00025732620128240073,DAN,artigo 176
20271,00025732620128240073,DAN,artigo 1022
20272,00025732620128240073,DAN,artigo 176
20273,00025732620128240073,DAN,artigo 1022
20274,00024041220008240024,CON,59566/1966
20275,00024041220008240024,CON,artigo 1022
20276,00024041220008240024,CON,artigo 1026
20277,00024041220008240024,CON,artigo 1022
20278,00024041220008240024,CON,59566/1966
20279,00024041220008240024,CON,artigo 1022
20280,00024041220008240024,CON,artigo 1026
20281,00024041220008240024,CON,artigo 1022
20282,00015735820078240075,CON,artigo 1022
20283,00015735820078240075,CON,artigo 1026
20284,00015735820078240075,CON,artigo 1022
20285,00015735820078240075,CON,artigo 1026
20286,00046663320138240038,SEG,artigo 27
20287,00046663320138240038,SEG,artigo 206
20288,00046663320138240038,SEG,artigo 206
20289,00046663320138240038,SEG,artigo 27
20290,00046663320138240038,SEG,artigo 206
20291,01570026820158240000,EXP,artigo 16
20292,01570026820158240000,EXP,artigo 475
20293,01570026820158240000,EXP,artigo 16
20294,01570026820158240000,EXP,artigo 475
20295,01570026820158240000,EXP,artigo 16
20296,01570026820158240000,EXP,artigo 475
20297,01570026820158240000,EXP,artigo 16
20298,01570026820158240000,EXP,artigo 475
20299,01570026820158240000,EXP,artigo 16
20300,01570026820158240000,EXP,artigo 475
20301,01570026820158240000,EXP,artigo 16
20302,01570026820158240000,EXP,artigo 475
20303,01570026820158240000,EXP,artigo 16
20304,01570026820158240000,EXP,artigo 475
20305,01570026820158240000,EXP,artigo 16
20306,01570026820158240000,EXP,artigo 475
20307,01570026820158240000,EXP,artigo 16
